Entidad,Codificacion,TipoValor,EntSec,Monto,FechaEmision,FechaVenc,Nodo,Estado,Transmision,TipoOperacion,Item,Troquel/Reg.Med ,Drog.Present,Fabricante,Rubro,Cantidad,Precio Unitario,Imp.Bonif,Bonif,Descuento,Importe Cobertura,Importe Afiliado
,,,,,,,,,,,VISPER 200 MG COMP X 15,7795349000752,MODAFINILO 200 MG ,ARISTON,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,VYTORIN 10/10 MG COMP X 30,7798376720587,EZETIMIBE+SIMVASTA,ORGANON,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ZOPIROL DM SOL.OFT. X 5  ML,7796285255176,DORZOLAMIDA+TIMO,ELEA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03726796,FACTURA DE COMPRA POS,,"$ 36.986,99",29/12/2025,29/01/2026,BIOSALUD CHACRAS ,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,PROAVENAL M EMULS X 30 G,7798051852879,METILPREDNISOLONA ,PANALAB,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03726809,FACTURA DE COMPRA POS,,"$ 37.101,54",29/12/2025,29/01/2026,BIOSALUD CHACRAS ,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,VALCATIL COMPLEX SHAMP X300ML,7798051854576,COLAGENO HIDROL.,PANALAB,ESP.,1,"33.871,10","0,00","0,00","0,00","33.871,10","0,00"
,0131-03726942,FACTURA DE COMPRA POS,,"$ 34.126,67",29/12/2025,29/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,PLATSUL A AERO X 50 ML,7795375000580,SULFADIAZINA DE ,SOUBEIRAN ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03727169,FACTURA DE COMPRA POS,,"$ 7.499,65",29/12/2025,29/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,KINDERVAL 1% SH        X120ML,7798113690630,PERMETRINA 1 G/100 ,OMICRON,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03726943,FACTURA DE COMPRA POS,,"$ 137.555,61",29/12/2025,29/01/2026,BIOSALUD CHACRAS ,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,LAMIRAX  50 MG COMP X 30,7796285050696,LAMOTRIGINA  50 MG ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MEPLAR 30 MG COMP X 30,7795338016405,PAROXETINA 30   MG     ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,QUETIAZIC XR  50 MG COMP X 30,7798084680685,QUETIAPINA  50 MG ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03727248,FACTURA DE COMPRA POS,,"$ 1.304.862,52",29/12/2025,29/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ALGICUR 25 MG COMP X 20,7791909404015,DEXKETOPROFENO ,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ARTERIOSAN  5 MG COMP X 30,7792175001939,AMLODIPINA  5 MG ,BERNABO (LAB),ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CALCIMAX D3 400 COMP X 30,7792183487503,CALCIO+VIT.D  ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CEPOREXIN DUO 1000 COMPX 14,7795345123448,CEFALEXINA 1000 MG ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CETIZINE 10 MG COMP X 20,7795347970811,CETIRIZINA 10 MG ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CLONAGIN 1   MG COMP X 30,7795338013572,CLONAZEPAM  1    ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CLONAGIN 2   MG COMP X 60,7795338001456,CLONAZEPAM  2    ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CORTEROID  GTS X 30 ML,7795378001652,BETAMETASONA   0.6 ,MONTPELLIER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DACTEN  8 MG COMP X 30,7791848265029,CANDESARTAN ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DAFLON  500 MG COMP X 30,7795384000021,DIOSMINA+HESPERIDI,SERVIER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DAFLON  500 MG COMP X 60,7795384000038,DIOSMINA+HESPERIDI,SERVIER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DESIRE 2 MG COMP X 28,7792183000788,DIENOGEST 2 MG ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DEXALERGIN  GTS X 30 ML,7795350021425,DEXAMETASONA+NEO,TEVA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DIOCAM 1   MG COMP X 30,7792183001709,CLONAZEPAM  1    ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DIOCAM 2   MG COMP X 50,7792183001747,CLONAZEPAM  2    ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DIOXAFLEX 5% GEL X 50 G,7790375002664,"DICLOFENAC, SODICO ",BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DOLOCOX  90 MG COMP REC X 30,7795338003313,ETORICOXIB  90 MG ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,EUMICEL S 2% SHAMP X 120 ML,7795373002654,KETOCONAZOL+AC.,CASSARA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,EVACARE GYNO CAPS X 1,7796285286811,FLUCONAZOL 150 MG ,ELEA,ESP. ,1,"6.196,88","0,00","0,00","0,00","6.196,88","0,00"
,,,,,,,,,,,FILTEN  6.25MG COMP X 30,7792183488098,CARVEDILOL  6.25 ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,FILTEN 50   MG COMP X 30,7792183002010,CARVEDILOL 50    MG ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,FORXIGA 10 MG COMP X 28,5000456007955,DAPAGLIFLOZINA 10 ,ASTRAZENECA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,GALVUS MET 50/1000MG CM X 60,7795306157154,VILDAGLIPTIN+METF,CELNOVA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,GLUCOPHAGE 1000MG COMP X 60,7796285270841,METFORMINA 1000 ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,HIPOLIPOL 20 MG COMP X 30,7791909352255,ROSUVASTATINA 20 ,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,JANUMET 50/ 500MG COMP X 28,7797991150168,SITAGLIPTINA+METF,MSD ARG SR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LASIX 40 MG COMP X 30,7795312109291,FUROSEMIDA  40 MG ,SANOFI-,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LIPIFEN 10 MG COMP X 30,7798084681279,ATORVASTATIN 10 ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LIPITOR 20 MG COMP X 30,7795381000307,ATORVASTATIN 20 ,ASPEN PHARMA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LOMECAN OVULOS X 3,7798140253099,CLOTRIMAZOL 200 ,GENOMMA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LOPRED SUSP OFT X 5 ML,7796285255053,LOTEPREDNOL ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LOUTEN EMULS X 2.5 ML,7795368002942,LATANOPROST 50 ,POEN,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,METRAL.CASSARA   1%  CR   X30,7795373010888,METRONIDAZOL 1000 ,CASSARA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NABILA 10   MG COMP X 28,7798084685338,NEBIVOLOL 10   MG ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NABRATIN 75 MG COMP X 30,7798084682436,CLOPIDOGREL  75 MG ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NEBICOR  5   MG COMP X 30,7795347909477,NEBIVOLOL  5   MG ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,OPTISER 10 MG COMP REC X 30,7795338017181,ESCITALOPRAM 10 ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PAXON D 100/12.5 MG COMP X 30,7792183001990,LOSARTAN+HIDROCL,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PLATSUL A CR X  30 G,7795375579000,SULFADIAZINA DE ,SOUBEIRAN ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,REDUPROST DUO CAPS DURAS X 30,7798084683198,DUTASTERIDE+TAMS,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,RENITEC 10   MG COMP X 60,7798376720457,ENALAPRIL MALEATO ,ORGANON,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,RENTOP 150 MG COMP X 1,7795378000884,RISEDRONATO 150 ,MONTPELLIER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ROSTRUM 100 MG COMP X 30,7791909339034,QUETIAPINA 100 MG ,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ROVARTAL  5 MG COMP X 30,7795345000510,ROSUVASTATINA  5 ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SINLIP 20 MG COMP X 30,7792183487541,ROSUVASTATINA 20 ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SOTIL 100 MG COMP REC X 30,7791909421852,SITAGLIPTINA 100 ,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TAFIROL ARTRO 50/500 COMPX 20,7798140251163,DICLOFENAC ,GENOMMA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TAROPLEN 80 MG COMP X 30,7795347958413,TELMISARTAN 80 MG ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TOTAL-MAGNESIANO A/OX COMPX30,7795337908015,MAGNESIO+ASOC. ,TEMIS-LOSTALO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ULTRAGESIC GOTAS X 10 ML,7798084686212,TRAMADOL 100 ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03727249,FACTURA DE COMPRA POS,,"$ 65.166,93",29/12/2025,29/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,AZIATOP 20 MG CAPS X 28,7796285053642,OMEPRAZOL 20 MG ,ELEA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TADAL  5 MG COMP X28,7791171001141,TADALAFILO  5 MG ,FINADIET,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03728182,FACTURA DE COMPRA POS,,"$ 26.886,88",30/12/2025,30/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,NEUROLAZ 600 MG COMP REC X 30,7795347938255,TIOCTICO AC 600 MG ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03728033,FACTURA DE COMPRA POS,,"$ 42.267,21",30/12/2025,30/01/2026,BIOSALUD CHACRAS ,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,FACTOR AG PLUS 300/60MG CPX60,7791909104403,SIMETICONA+ASOC. ,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03728732,FACTURA DE COMPRA POS,,"$ 508.514,12",30/12/2025,30/01/2026,BIOSALUD CHACRAS ,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ALERNIX 24 R/ACC CP X10,7796285271749,CETIRIZINA 10 MG ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ALPERTAN  80 MG COMP X 28,7798084684157,VALSARTAN  80 MG ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ALPLAX 0.50 MG COMP X 30,7792183180923,ALPRAZOLAM 0.5  MG      ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,AMOXIDAL DUO SUSP X 70 ML,7795345010540,AMOXICILINA  150 ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ARMONIL SEDANTE COMP X 20,7795342002968,VALERIANA+ASOC. ,TEVA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,BLOKIUM P 75 MG COMP X 10,7791909326508,DICLOFENAC ,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CETIZINE 10 MG COMP X 10,7795347970804,CETIRIZINA 10 MG ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CETIZINE 10 MG COMP X 20,7795347970811,CETIRIZINA 10 MG ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CLARIMAX UD  500 MG COMP X  8,7795378003458,CLARITROMICINA  ,MONTPELLIER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DECIDEX CTO GRIP COMP X 10,7795345002842,PARACETAMOL+CLOR,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DECIDEX CTO GRIP COMP X 20,7795345002798,PARACETAMOL+CLOR,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DEXATOTAL 8 MG COMP X 10,7795349000813,DEXAMETASONA   8   ,ARISTON,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DOLOCOX 120 MG COMP REC X 10,7795338013268,ETORICOXIB 120 MG ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,FLUCODERM 150 MG COMP X 4,7795373011168,FLUCONAZOL 150 MG ,CASSARA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,FOTORRETIN COLIR X 5 ML,7795368000979,FENILEFRINA+TROPIC,POEN,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,HIPOLIPOL 10 MG COMP X 30,7791909352217,ROSUVASTATINA 10 ,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,IBUPIRAC PLUS MAX COMP X 10,7795381411578,IBUPROFENO+CAFEIN,PFIZER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LACTULON  JBE X 120 ML,7795347000297,LACTULOSA 650 ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LOSACOR  50 MG COMP X 30,7795345009636,LOSARTAN  50  MG ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LOUTEN EMULS X 2.5 ML,7795368002942,LATANOPROST 50 ,POEN,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MIRUS   SOL OFT X 15 ML,7792086750490,NAFAZOLINA+FENIRA,ALCON,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MYLANTA EXTRA COMP MAST X 24,7796285275426,FAMOTIDINA+CALCIO,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NEURYL 0.5  MG COMP X 60,7790375003463,CLONAZEPAM  0.5  ,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NOVO INSOMNIUM 2 MG COMP X 30,7792183488760,ESZOPICLONA 2 MG ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,QURA PLUS COMP X 10,7792175009614,PARACETAMOL+PSEU,BERNABO (LAB),ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,REDOXON 2 G COMP EF X 30 LIM,7793640047629,VIT.C 2000 MG COMP ,BAYER ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,REDUPROST 0.4 MG CAP X 60,7798084685291,TAMSULOSINA 0.4 ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ROGASTRIL 1 MG COMP X 30,7795345011240,CINITAPRIDE 1 MG ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ROVARTAL 10 MG COMP X 30,7795345012698,ROSUVASTATINA 10 ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SUP.FECOF.GLICERINA  AD  X 10,7798006300509,GLICERINA  2.68 G ,FECOFAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TANVIMIL FOLICO  5MG COMP X60,7791763337764,FOLICO AC.   5  MG ,MEGALABS ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,VENTOLIN HFA AERO C/APL X200D,7798365531170,SALBUTAMOL 100 ,GLAXOSMITHKLI,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ACEMUK 600 MG TAB EFERX10 SIN ,7798129417009,ACETILCISTEINA 600 ,SIEGFRIED,ESP. ,10,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,AGAROL  VAIN  FCO X 180 ML,7792690206406,VASELINA+ASOC. ENV ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03728733,FACTURA DE COMPRA POS,,"$ 59.644,38",30/12/2025,30/01/2026,BIOSALUD CHACRAS ,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,FRENALER 5 MG COMP X  7,7795345012315,DESLORATADINA 5 ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,HISTADICASONE COMP X 10,7795338016931,DESLORATADINA+BET,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MELATOL 3 MG CAPS X 60,7791984999581,MELATONINA 3 MG ,MILLET (LAB),ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,REGULANE COMP X 10,7791171000427,LOPERAMIDA 2 MG ,FINADIET,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ROXOLAN PLUS 10/10 CAPS X 30,7798129415432,ROSUVASTATINA+EZE,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,VITACORTIL   CR X 20 G,7794207084071,BETAMETASONA+GEN,BIOSINTEX ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03728816,FACTURA DE COMPRA POS,,"$ 128.036,05",30/12/2025,30/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,NUBIBRON CAPS X 30,7795378005834,TIOTROPIO ,MONTPELLIER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,VASOTENAL EZ 10/20MG COMP X30,7795345013312,EZETIMIBE+SIMVASTA,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03728731,FACTURA DE COMPRA POS,,"$ 71.346,21",30/12/2025,30/01/2026,BIOSALUD CHACRAS ,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,HYDRAPHASE HA RICA      X50ML,3337875731409,null,LA ROCHE-,PER.LINEAS,1,"59.134,86","0,00","0,00","0,00","59.134,86","0,00"
,0131-03728282,FACTURA DE COMPRA POS,,"$ 67.286,42",30/12/2025,30/01/2026,BIOSALUD CHACRAS ,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,DERCOS SH ENERGY  8L  BX400ML,3337871322243,null,VICHY (LOREAL),PER.LINEAS,1,"46.121,24","0,00","0,00","0,00","46.121,24","0,00"
,,,,,,,,,,,YLOX LOC X 100 CC,7794428011252,MINOXIDIL 2 G% ,FORTBENTON,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03728585,FACTURA DE COMPRA POS,,"$ 735.018,27",30/12/2025,30/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ACEMUK 600 MG TAB EFER X 20,7798129415050,ACETILCISTEINA 600 ,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,AUCIC 1  % SOL OFT X 10 ML,7795368055122,CARBOXIMETILCELUL,POEN,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,BAGOHEPAT COMP X 40,7790375003234,CYNARA ,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,BETACORT 0.05% CR X 15 G,7795373013247,BETAMETASONA  50 ,MEDISOL,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,BRIMOPRESS 0.2% SOL OFT X5ML,7795368001556,BRIMONIDINA 0.2  G% ,POEN,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CORBIS 10   MG COMP X 60,7795345122830,BISOPROLOL 10    MG ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DBI AP FORTE COMP X  30,7795378002345,METFORMINA 1000 ,MONTPELLIER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DICLOGESIC FORTE COMP X 30,7795371458927,DICLOFENAC ,TRB-PHARMA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DUXETIN 60 MG CAPS X 28,7792183488500,DULOXETINA 60 MG ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ECUAMON COMP X 20,7795347000181,DOMPERIDONA 10 MG ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,FACTOR AG GTS PED     X  30ML,7791909104496,SIMETICONA  40 ,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,GADOCOR  5 MG COMP X 30,7792183002454,NEBIVOLOL  5   MG ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,GADOLIP 135 MG CAPS X 30,7792183000719,FENOFIBRATO 135 ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,GLAUCOTENSIL TD COLIR X 5 ML,7795368001594,DORZOLAMIDA+TIMO,POEN,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,HIDROSAM T 0.025% CR X 20 G,7793742000966,TRETINOINA+ASOC. ,ANDROMACO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,INHALAN PLUS SPRAY NAS X 60DS,7791909213877,FLUTICASONA+OXIME,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,KALA MD COMP X 28,7792175008570,DROSPIRENONA+ETIN,BERNABO (LAB),ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LEVOTIROXINA GSK  50MCG CMX50,7798365531156,LEVOTIROXINA  50 ,GLAXOSMITHKLI,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LEVOTIROXINA GSK 175MCG CMX50,7798365530807,LEVOTIROXINA 175 ,GLAXOSMITHKLI,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LOPLAC  50 MG COMP X 60,7791909214096,LOSARTAN  50  MG ,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MIOPROPAN S COMP X 60,7792175008846,TRIMEBUTINA+SIMETI,BERNABO (LAB),ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MIOPROPAN T COMP X 50,7792175001052,TRIMEBUTINA+BROM,BERNABO (LAB),ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NASTIZOL   COMP X 20,7790375250393,PSEUDOEFEDRINA+AS,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,OPTAMOX DUO 1 G COMP X14,7795345011844,AMOXICILINA+CLAVU,ROEMMERS,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PLATSUL A CR X  30 G,7795375579000,SULFADIAZINA DE ,SOUBEIRAN ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PLATSUL A UNG X 15 G,7795375601183,SULFADIAZINA DE ,SOUBEIRAN ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SOTIL MET XR 50/1000MG CMX60,7791909421937,SITAGLIPTINA+METF,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,T4-MONTPELLIER  50 COMP X  50,7795378002710,LEVOTIROXINA  50 ,MONTPELLIER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
